ENSCAFT00000000802	403922.474838.474839.474840.481711	cfa00190=Oxidative phosphorylation.cfa01100=Metabolic pathways.cfa03013=RNA transport.cfa03015=mRNA surveillance pathway.cfa03040=Spliceosome.cfa04010=MAPK signaling pathway.cfa04060=Cytokine-cytokine receptor interaction.cfa04144=Endocytosis.cfa04145=Phagosome.cfa04210=Apoptosis.cfa04350=TGF-beta signaling pathway.cfa04380=Osteoclast differentiation.cfa04514=Cell adhesion molecules (CAMs).cfa04612=Antigen processing and presentation.cfa04620=Toll-like receptor signaling pathway.cfa04621=NOD-like receptor signaling pathway.cfa04622=RIG-I-like receptor signaling pathway.cfa04640=Hematopoietic cell lineage.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04721=Synaptic vesicle cycle.cfa04920=Adipocytokine signaling pathway.cfa04930=Type II diabetes mellitus.cfa04940=Type I diabetes mellitus.cfa04966=Collecting duct acid secretion.cfa05010=Alzheimer's disease.cfa05014=Amyotrophic lateral sclerosis (ALS).cfa05133=Pertussis.cfa05134=Legionellosis.cfa05140=Leishmaniasis.cfa05142=Chagas disease (American trypanosomiasis).cfa05143=African trypanosomiasis.cfa05144=Malaria.cfa05145=Toxoplasmosis.cfa05146=Amoebiasis.cfa05152=Tuberculosis.cfa05160=Hepatitis C.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection.cfa05310=Asthma.cfa05320=Autoimmune thyroid disease.cfa05322=Systemic lupus erythematosus.cfa05323=Rheumatoid arthritis.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease.cfa05410=Hypertrophic cardiomyopathy (HCM).cfa05414=Dilated cardiomyopathy.cfa05416=Viral myocarditis
ENSCAFT00000000804	403922	cfa04010=MAPK signaling pathway.cfa04060=Cytokine-cytokine receptor interaction.cfa04210=Apoptosis.cfa04350=TGF-beta signaling pathway.cfa04380=Osteoclast differentiation.cfa04612=Antigen processing and presentation.cfa04620=Toll-like receptor signaling pathway.cfa04621=NOD-like receptor signaling pathway.cfa04622=RIG-I-like receptor signaling pathway.cfa04640=Hematopoietic cell lineage.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04920=Adipocytokine signaling pathway.cfa04930=Type II diabetes mellitus.cfa04940=Type I diabetes mellitus.cfa05010=Alzheimer's disease.cfa05014=Amyotrophic lateral sclerosis (ALS).cfa05133=Pertussis.cfa05134=Legionellosis.cfa05140=Leishmaniasis.cfa05142=Chagas disease (American trypanosomiasis).cfa05143=African trypanosomiasis.cfa05144=Malaria.cfa05145=Toxoplasmosis.cfa05146=Amoebiasis.cfa05152=Tuberculosis.cfa05160=Hepatitis C.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection.cfa05310=Asthma.cfa05322=Systemic lupus erythematosus.cfa05323=Rheumatoid arthritis.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease.cfa05410=Hypertrophic cardiomyopathy (HCM).cfa05414=Dilated cardiomyopathy
ENSCAFT00000000805	481478	N
ENSCAFT00000000806	474655	N
ENSCAFT00000000811	481981	N
ENSCAFT00000000814	481712	cfa04060=Cytokine-cytokine receptor interaction.cfa05323=Rheumatoid arthritis
ENSCAFT00000000815	481171	cfa01100=Metabolic pathways
ENSCAFT00000000817	474452	N
ENSCAFT00000000819	481479	cfa05012=Parkinson's disease
ENSCAFT00000000822	610093	N
ENSCAFT00000000823	474841	N
ENSCAFT00000000824	475046	N
ENSCAFT00000000827	U	N
ENSCAFT00000000828	U	N
ENSCAFT00000000829	612005	N
ENSCAFT00000000830	481480	N
ENSCAFT00000000831	484038	N
ENSCAFT00000000834	481173	cfa04740=Olfactory transduction
ENSCAFT00000000837	481982	cfa04114=Oocyte meiosis
ENSCAFT00000000838	U	N
ENSCAFT00000000840	U	N
ENSCAFT00000000841	484040	N
ENSCAFT00000000844	U	N
ENSCAFT00000000845	U	N
ENSCAFT00000000846	474659	N
ENSCAFT00000000847	608867	N
ENSCAFT00000000849	U	N
ENSCAFT00000000850	U	N
ENSCAFT00000000852	U	N
ENSCAFT00000000859	606765	N
ENSCAFT00000000860	475049	N
ENSCAFT00000000861	U	N
ENSCAFT00000000864	475050	N
ENSCAFT00000000865	U	N
ENSCAFT00000000867	484042	N
ENSCAFT00000000869	481189	cfa00053=Ascorbate and aldarate metabolism.cfa00562=Inositol phosphate metabolism
ENSCAFT00000000870	607160	N
ENSCAFT00000000871	481187	N
ENSCAFT00000000872	481481	cfa04340=Hedgehog signaling pathway
ENSCAFT00000000874	481713	N
ENSCAFT00000000876	474457	cfa00600=Sphingolipid metabolism.cfa04142=Lysosome
ENSCAFT00000000878	476252	N
ENSCAFT00000000880	481183	cfa04010=MAPK signaling pathway
ENSCAFT00000000881	481484	N
ENSCAFT00000000885	612751	cfa03013=RNA transport.cfa03015=mRNA surveillance pathway.cfa03018=RNA degradation
ENSCAFT00000000888	U	N
ENSCAFT00000000889	480405.609035	cfa03040=Spliceosome.cfa04330=Notch signaling pathway
ENSCAFT00000000891	607841	N
ENSCAFT00000000892	484045	cfa04062=Chemokine signaling pathway.cfa04810=Regulation of actin cytoskeleton
ENSCAFT00000000894	606800	cfa00564=Glycerophospholipid metabolism.cfa01100=Metabolic pathways
ENSCAFT00000000895	476253	N
ENSCAFT00000000897	608935	cfa04514=Cell adhesion molecules (CAMs).cfa04530=Tight junction.cfa04670=Leukocyte transendothelial migration.cfa05160=Hepatitis C
ENSCAFT00000000898	475864.608261.609669	cfa04110=Cell cycle.cfa04114=Oocyte meiosis.cfa04722=Neurotrophin signaling pathway
ENSCAFT00000000899	607293	N
ENSCAFT00000000901	474662	N
ENSCAFT00000000904	481486	cfa00010=Glycolysis / Gluconeogenesis.cfa00053=Ascorbate and aldarate metabolism.cfa00071=Fatty acid metabolism.cfa00260=Glycine, serine and threonine metabolism.cfa00280=Valine, leucine and isoleucine degradation.cfa00300=Lysine biosynthesis.cfa00310=Lysine degradation.cfa00330=Arginine and proline metabolism.cfa00340=Histidine metabolism.cfa00380=Tryptophan metabolism.cfa00410=beta-Alanine metabolism.cfa00561=Glycerolipid metabolism.cfa00620=Pyruvate metabolism.cfa00640=Propanoate metabolism.cfa01100=Metabolic pathways
ENSCAFT00000000905	481985	N
ENSCAFT00000000906	474842	N
ENSCAFT00000000909	479305	cfa03013=RNA transport
ENSCAFT00000000910	481184	cfa00071=Fatty acid metabolism.cfa03320=PPAR signaling pathway.cfa04920=Adipocytokine signaling pathway
ENSCAFT00000000911	609078	N
ENSCAFT00000000912	474663	N
ENSCAFT00000000913	475053	N
ENSCAFT00000000917	U	N
ENSCAFT00000000923	484046	cfa04145=Phagosome.cfa04380=Osteoclast differentiation.cfa04670=Leukocyte transendothelial migration
ENSCAFT00000000924	474843	N
ENSCAFT00000000926	U	N
ENSCAFT00000000927	481714	N
ENSCAFT00000000928	474844	cfa03008=Ribosome biogenesis in eukaryotes.cfa04310=Wnt signaling pathway.cfa04520=Adherens junction.cfa04530=Tight junction.cfa05162=Measles.cfa05168=Herpes simplex infection
ENSCAFT00000000930	403793	N
ENSCAFT00000000931	474458	N
ENSCAFT00000000933	606919	N
ENSCAFT00000000934	474845	N
ENSCAFT00000000935	481988	cfa00230=Purine metabolism.cfa00240=Pyrimidine metabolism.cfa00480=Glutathione metabolism.cfa01100=Metabolic pathways.cfa04115=p53 signaling pathway
ENSCAFT00000000937	481715	N
ENSCAFT00000000939	U	N
ENSCAFT00000000940	U	N
ENSCAFT00000000941	607379	N
ENSCAFT00000000944	U	N
ENSCAFT00000000945	607345	N
ENSCAFT00000000947	474665	N
ENSCAFT00000000948	U	N
ENSCAFT00000000951	612140	N
ENSCAFT00000000953	474846	N
ENSCAFT00000000957	U	N
ENSCAFT00000000958	612148	N
ENSCAFT00000000959	481489	N
ENSCAFT00000000960	U	N
ENSCAFT00000000961	U	N
ENSCAFT00000000962	474847.474947	N
ENSCAFT00000000964	U	N
ENSCAFT00000000965	U	N
ENSCAFT00000000966	474848	N
ENSCAFT00000000969	476254	N
ENSCAFT00000000971	481192	N
ENSCAFT00000000972	475055	cfa04120=Ubiquitin mediated proteolysis
ENSCAFT00000000974	607423	N
ENSCAFT00000000978	476328	N
ENSCAFT00000000979	481991	cfa03040=Spliceosome
ENSCAFT00000000980	475057	N
ENSCAFT00000000981	484051	N
ENSCAFT00000000982	481716	cfa00970=Aminoacyl-tRNA biosynthesis
ENSCAFT00000000983	474850	cfa03040=Spliceosome.cfa04010=MAPK signaling pathway.cfa04141=Protein processing in endoplasmic reticulum.cfa04144=Endocytosis.cfa04612=Antigen processing and presentation.cfa05134=Legionellosis.cfa05145=Toxoplasmosis.cfa05162=Measles.cfa05164=Influenza A
ENSCAFT00000000984	403612	cfa03040=Spliceosome.cfa04010=MAPK signaling pathway.cfa04141=Protein processing in endoplasmic reticulum.cfa04144=Endocytosis.cfa04612=Antigen processing and presentation.cfa05134=Legionellosis.cfa05145=Toxoplasmosis.cfa05162=Measles.cfa05164=Influenza A
ENSCAFT00000000985	U	N
ENSCAFT00000000986	403612	cfa03040=Spliceosome.cfa04010=MAPK signaling pathway.cfa04141=Protein processing in endoplasmic reticulum.cfa04144=Endocytosis.cfa04612=Antigen processing and presentation.cfa05134=Legionellosis.cfa05145=Toxoplasmosis.cfa05162=Measles.cfa05164=Influenza A
ENSCAFT00000000988	481717	cfa00511=Other glycan degradation.cfa00600=Sphingolipid metabolism.cfa04142=Lysosome
ENSCAFT00000000989	481490	cfa04970=Salivary secretion.cfa04972=Pancreatic secretion
ENSCAFT00000000990	475058	N
ENSCAFT00000000995	609404	cfa03013=RNA transport.cfa03015=mRNA surveillance pathway
ENSCAFT00000000996	484052	cfa00562=Inositol phosphate metabolism.cfa01100=Metabolic pathways.cfa04070=Phosphatidylinositol signaling system
ENSCAFT00000000999	476255	N
ENSCAFT00000001001	612182	cfa03022=Basal transcription factors.cfa03420=Nucleotide excision repair
ENSCAFT00000001002	475061	cfa00190=Oxidative phosphorylation.cfa01100=Metabolic pathways.cfa04145=Phagosome.cfa04721=Synaptic vesicle cycle.cfa04966=Collecting duct acid secretion.cfa05323=Rheumatoid arthritis
ENSCAFT00000001005	612780	N
ENSCAFT00000001007	U	N
ENSCAFT00000001008	U	N
ENSCAFT00000001009	403610	cfa04310=Wnt signaling pathway.cfa04916=Melanogenesis.cfa05166=HTLV-I infection.cfa05200=Pathways in cancer.cfa05217=Basal cell carcinoma
ENSCAFT00000001010	U	N
ENSCAFT00000001011	U	N
ENSCAFT00000001013	612201	N
ENSCAFT00000001014	484055	N
ENSCAFT00000001017	U	N
ENSCAFT00000001022	484056	cfa04670=Leukocyte transendothelial migration.cfa04810=Regulation of actin cytoskeleton.cfa04971=Gastric acid secretion
ENSCAFT00000001023	U	N
ENSCAFT00000001024	U	N
ENSCAFT00000001027	484057	N
ENSCAFT00000001031	475065	N
ENSCAFT00000001032	484059	N
ENSCAFT00000001034	U	N
ENSCAFT00000001036	475066	N
ENSCAFT00000001037	476258	cfa04146=Peroxisome.cfa05016=Huntington's disease
ENSCAFT00000001040	U	N
ENSCAFT00000001043	U	N
ENSCAFT00000001047	475067	cfa00240=Pyrimidine metabolism.cfa00410=beta-Alanine metabolism.cfa00770=Pantothenate and CoA biosynthesis.cfa00983=Drug metabolism - other enzymes.cfa01100=Metabolic pathways
ENSCAFT00000001048	481996	N
ENSCAFT00000001049	481997	N
ENSCAFT00000001052	U	N
ENSCAFT00000001053	481720	cfa03018=RNA degradation
ENSCAFT00000001061	481998	N
ENSCAFT00000001063	481999	N
ENSCAFT00000001067	482001	N
ENSCAFT00000001068	607023	cfa04010=MAPK signaling pathway.cfa04370=VEGF signaling pathway.cfa04380=Osteoclast differentiation.cfa04620=Toll-like receptor signaling pathway.cfa04621=NOD-like receptor signaling pathway.cfa04622=RIG-I-like receptor signaling pathway.cfa04660=T cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa04670=Leukocyte transendothelial migration.cfa04722=Neurotrophin signaling pathway.cfa04728=Dopaminergic synapse.cfa04912=GnRH signaling pathway.cfa04914=Progesterone-mediated oocyte maturation.cfa05014=Amyotrophic lateral sclerosis (ALS).cfa05132=Salmonella infection.cfa05133=Pertussis.cfa05140=Leishmaniasis.cfa05142=Chagas disease (American trypanosomiasis).cfa05145=Toxoplasmosis.cfa05152=Tuberculosis.cfa05160=Hepatitis C.cfa05164=Influenza A
ENSCAFT00000001069	607032	N
ENSCAFT00000001071	474853	cfa04610=Complement and coagulation cascades.cfa05150=Staphylococcus aureus infection
ENSCAFT00000001073	481193	N
ENSCAFT00000001076	U	N
ENSCAFT00000001077	476259	N
ENSCAFT00000001078	481194	N
ENSCAFT00000001082	488436.607545	N
ENSCAFT00000001083	403656	cfa05323=Rheumatoid arthritis
ENSCAFT00000001085	482004	N
ENSCAFT00000001086	607055	N
ENSCAFT00000001087	607061	N
ENSCAFT00000001088	481195	N
ENSCAFT00000001089	481491	N
ENSCAFT00000001094	474460	N
ENSCAFT00000001095	475070	cfa03013=RNA transport.cfa05160=Hepatitis C
ENSCAFT00000001096	607105	N
ENSCAFT00000001098	U	N
ENSCAFT00000001099	474461	N
ENSCAFT00000001100	U	N
ENSCAFT00000001101	U	N
ENSCAFT00000001103	U	N
ENSCAFT00000001104	607591	N
ENSCAFT00000001105	484067	cfa04142=Lysosome
ENSCAFT00000001106	481196	cfa00510=N-Glycan biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000001108	415124	cfa00140=Steroid hormone biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000001110	481197	N
ENSCAFT00000001112	612810	N
ENSCAFT00000001114	U	N
ENSCAFT00000001115	482007	cfa04020=Calcium signaling pathway.cfa04080=Neuroactive ligand-receptor interaction
ENSCAFT00000001118	474666	cfa03320=PPAR signaling pathway
ENSCAFT00000001119	U	N
ENSCAFT00000001120	475073	N
ENSCAFT00000001121	481198	N
ENSCAFT00000001124	609347	N
ENSCAFT00000001126	U	N
ENSCAFT00000001128	484063	cfa00071=Fatty acid metabolism.cfa00072=Synthesis and degradation of ketone bodies.cfa00280=Valine, leucine and isoleucine degradation.cfa00310=Lysine degradation.cfa00380=Tryptophan metabolism.cfa00620=Pyruvate metabolism.cfa00630=Glyoxylate and dicarboxylate metabolism.cfa00640=Propanoate metabolism.cfa00650=Butanoate metabolism.cfa00900=Terpenoid backbone biosynthesis.cfa01100=Metabolic pathways
ENSCAFT00000001131	481199	N
ENSCAFT00000001132	481492	cfa00532=Glycosaminoglycan biosynthesis - chondroitin sulfate.cfa01100=Metabolic pathways
ENSCAFT00000001133	U	N
ENSCAFT00000001135	U	N
ENSCAFT00000001137	474667	N
ENSCAFT00000001138	U	N
ENSCAFT00000001139	609480	N
ENSCAFT00000001140	609492	N
ENSCAFT00000001141	484064	N
ENSCAFT00000001143	608479	cfa01100=Metabolic pathways
ENSCAFT00000001145	484065	N
ENSCAFT00000001146	475076	N
ENSCAFT00000001149	482009	N
ENSCAFT00000001150	U	N
ENSCAFT00000001151	474462	N
ENSCAFT00000001152	481773	N
ENSCAFT00000001158	474464	cfa00600=Sphingolipid metabolism
ENSCAFT00000001160	475077.610558	N
ENSCAFT00000001164	484068	cfa04976=Bile secretion
ENSCAFT00000001165	476261	N
ENSCAFT00000001166	U	N
ENSCAFT00000001168	403655	N
ENSCAFT00000001169	481496	N
ENSCAFT00000001170	481202	N
ENSCAFT00000001172	609521	N
ENSCAFT00000001179	403602	cfa04080=Neuroactive ligand-receptor interaction.cfa04610=Complement and coagulation cascades.cfa05150=Staphylococcus aureus infection.cfa05164=Influenza A
ENSCAFT00000001183	481496	N
ENSCAFT00000001189	474855	cfa04141=Protein processing in endoplasmic reticulum.cfa04728=Dopaminergic synapse
ENSCAFT00000001191	481724	N
ENSCAFT00000001192	607660	N
ENSCAFT00000001193	474856	cfa00062=Fatty acid elongation.cfa01100=Metabolic pathways.cfa04142=Lysosome
ENSCAFT00000001195	U	N
ENSCAFT00000001196	U	N
ENSCAFT00000001197	481725	N
ENSCAFT00000001199	U	N
ENSCAFT00000001201	484071	N
ENSCAFT00000001204	481203	N
ENSCAFT00000001205	474857	cfa00561=Glycerolipid metabolism.cfa00564=Glycerophospholipid metabolism.cfa01100=Metabolic pathways.cfa04975=Fat digestion and absorption
ENSCAFT00000001208	474858	cfa04141=Protein processing in endoplasmic reticulum
ENSCAFT00000001213	481204	cfa04122=Sulfur relay system
ENSCAFT00000001217	U	N
ENSCAFT00000001219	474465	N
ENSCAFT00000001221	608872	N
ENSCAFT00000001222	403654	cfa03320=PPAR signaling pathway.cfa04920=Adipocytokine signaling pathway.cfa05160=Hepatitis C
ENSCAFT00000001223	607695	N
ENSCAFT00000001226	607687	N
ENSCAFT00000001228	U	N
ENSCAFT00000001232	481727	N
ENSCAFT00000001236	474467	N
ENSCAFT00000001238	482016	N
ENSCAFT00000001246	U	N
ENSCAFT00000001247	481730.481731	cfa04145=Phagosome.cfa04514=Cell adhesion molecules (CAMs).cfa04612=Antigen processing and presentation.cfa04672=Intestinal immune network for IgA production.cfa04940=Type I diabetes mellitus.cfa05140=Leishmaniasis.cfa05145=Toxoplasmosis.cfa05150=Staphylococcus aureus infection.cfa05152=Tuberculosis.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection.cfa05310=Asthma.cfa05320=Autoimmune thyroid disease.cfa05322=Systemic lupus erythematosus.cfa05323=Rheumatoid arthritis.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease.cfa05416=Viral myocarditis
ENSCAFT00000001250	481729.481731	cfa04145=Phagosome.cfa04514=Cell adhesion molecules (CAMs).cfa04612=Antigen processing and presentation.cfa04672=Intestinal immune network for IgA production.cfa04940=Type I diabetes mellitus.cfa05140=Leishmaniasis.cfa05145=Toxoplasmosis.cfa05150=Staphylococcus aureus infection.cfa05152=Tuberculosis.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection.cfa05310=Asthma.cfa05320=Autoimmune thyroid disease.cfa05322=Systemic lupus erythematosus.cfa05323=Rheumatoid arthritis.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease.cfa05416=Viral myocarditis
ENSCAFT00000001254	481731	cfa04145=Phagosome.cfa04514=Cell adhesion molecules (CAMs).cfa04612=Antigen processing and presentation.cfa04672=Intestinal immune network for IgA production.cfa04940=Type I diabetes mellitus.cfa05140=Leishmaniasis.cfa05145=Toxoplasmosis.cfa05150=Staphylococcus aureus infection.cfa05152=Tuberculosis.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection.cfa05310=Asthma.cfa05320=Autoimmune thyroid disease.cfa05322=Systemic lupus erythematosus.cfa05323=Rheumatoid arthritis.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease.cfa05416=Viral myocarditis
ENSCAFT00000001256	U	N
ENSCAFT00000001257	474468	N
ENSCAFT00000001259	484073	cfa00230=Purine metabolism
ENSCAFT00000001264	U	N
ENSCAFT00000001265	403653	N
ENSCAFT00000001267	474469	N
ENSCAFT00000001268	476266	N
ENSCAFT00000001272	474861	cfa04145=Phagosome.cfa04514=Cell adhesion molecules (CAMs).cfa04612=Antigen processing and presentation.cfa04672=Intestinal immune network for IgA production.cfa04940=Type I diabetes mellitus.cfa05140=Leishmaniasis.cfa05145=Toxoplasmosis.cfa05150=Staphylococcus aureus infection.cfa05152=Tuberculosis.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection.cfa05310=Asthma.cfa05320=Autoimmune thyroid disease.cfa05322=Systemic lupus erythematosus.cfa05323=Rheumatoid arthritis.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease.cfa05416=Viral myocarditis
ENSCAFT00000001273	474670	cfa00071=Fatty acid metabolism.cfa01100=Metabolic pathways.cfa03320=PPAR signaling pathway.cfa04146=Peroxisome.cfa04920=Adipocytokine signaling pathway
ENSCAFT00000001274	482018	N
ENSCAFT00000001276	U	N
ENSCAFT00000001279	474862	cfa04145=Phagosome.cfa04514=Cell adhesion molecules (CAMs).cfa04612=Antigen processing and presentation.cfa04672=Intestinal immune network for IgA production.cfa04940=Type I diabetes mellitus.cfa05140=Leishmaniasis.cfa05145=Toxoplasmosis.cfa05150=Staphylococcus aureus infection.cfa05152=Tuberculosis.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection.cfa05310=Asthma.cfa05320=Autoimmune thyroid disease.cfa05322=Systemic lupus erythematosus.cfa05323=Rheumatoid arthritis.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease.cfa05416=Viral myocarditis
ENSCAFT00000001280	481497	cfa04060=Cytokine-cytokine receptor interaction.cfa04210=Apoptosis.cfa04630=Jak-STAT signaling pathway.cfa04640=Hematopoietic cell lineage.cfa04664=Fc epsilon RI signaling pathway.cfa05202=Transcriptional misregulation in cancer.cfa05310=Asthma
ENSCAFT00000001281	U	N
ENSCAFT00000001282	475081	cfa03013=RNA transport.cfa05162=Measles
ENSCAFT00000001283	607786	cfa04145=Phagosome.cfa04514=Cell adhesion molecules (CAMs).cfa04612=Antigen processing and presentation.cfa04672=Intestinal immune network for IgA production.cfa04940=Type I diabetes mellitus.cfa05140=Leishmaniasis.cfa05145=Toxoplasmosis.cfa05150=Staphylococcus aureus infection.cfa05152=Tuberculosis.cfa05164=Influenza A.cfa05166=HTLV-I infection.cfa05168=Herpes simplex infection.cfa05310=Asthma.cfa05320=Autoimmune thyroid disease.cfa05322=Systemic lupus erythematosus.cfa05323=Rheumatoid arthritis.cfa05330=Allograft rejection.cfa05332=Graft-versus-host disease.cfa05416=Viral myocarditis
ENSCAFT00000001284	403923	cfa04060=Cytokine-cytokine receptor interaction.cfa04630=Jak-STAT signaling pathway.cfa04640=Hematopoietic cell lineage.cfa04650=Natural killer cell mediated cytotoxicity.cfa04660=T cell receptor signaling pathway.cfa04664=Fc epsilon RI signaling pathway.cfa05132=Salmonella infection.cfa05146=Amoebiasis.cfa05166=HTLV-I infection.cfa05202=Transcriptional misregulation in cancer.cfa05323=Rheumatoid arthritis
ENSCAFT00000001285	482020	N
ENSCAFT00000001286	482021	cfa04110=Cell cycle
ENSCAFT00000001287	482022	N
ENSCAFT00000001288	482023	N
ENSCAFT00000001290	474672	cfa00330=Arginine and proline metabolism.cfa01100=Metabolic pathways
ENSCAFT00000001291	474864	cfa02010=ABC transporters.cfa04145=Phagosome.cfa04612=Antigen processing and presentation.cfa05168=Herpes simplex infection.cfa05340=Primary immunodeficiency
